도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
그린나래미술도서관,서울특별시,양천구,작은도서관,일+법정공휴일,10:00,18:00,9:00,13:00,0:00,0:00,40,10917,6,0,5,14,서울특별시 양천구 중앙로32길 1,양천문화재단,02-2648-5919,,218,http://lib.yangcheon.or.kr,37.518571,126.854299,2022-08-01,3140000,서울특별시 양천구
호롱불작은도서관,서울특별시,양천구,작은도서관,토+일+법정공휴일,9:00,18:00,0:00,0:00,0:00,0:00,35,8614,5,0,5,14,서울특별시 양천구 목동동로 152,양천문화재단,02-2645-5918,,98,http://lib.yangcheon.or.kr,37.519195,126.870565,2022-08-01,3140000,서울특별시 양천구
대조제일교회  꿈꾸는 작은도서관,서울특별시,은평구,작은도서관,"월요일,토요일 법정공휴일",13:00,17:00,13:00,17:00,13:00,17:00,44,8796,10,10,2,14,서울특별시 은평구 역말로10가길 22-12 (대조동),,02-386-6680,,,,37.61191616,126.9253585,2021-04-01,3110000,서울특별시 은평구
징검다리 도서관,서울특별시,은평구,작은도서관,"월,일요일",9:00,17:00,9:00,17:00,9:00,17:00,10,8181,11,0,2,7,서울특별시 은평구 서오릉로 132 (대조동),,02-359-6507,,,,37.61079028,126.918344,2021-04-01,3110000,서울특별시 은평구
은평문화의집 작은도서관 (응암1동 주민센터),서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,40,4216,0,0,3,5,백련산로 179 (응암동),,02-351-5232,,,,37.60075892,126.926904,2021-04-01,3110000,서울특별시 은평구
응암도서관,서울특별시,은평구,작은도서관,월요일 법정공휴일,0:00,0:00,0:00,0:00,8:00,15:00,40,19300,2,50,3,14,응암로16길 12-1 (응암동),,02-359-6744,,,,37.60030754,126.9296354,2021-04-01,3110000,서울특별시 은평구
푸른풀밭 작은도서관,서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",10:00,17:00,0:00,0:00,0:00,0:00,30,3800,0,30,2,7,은평로8길 18 2층 (응암동),,070-4236-0699,,,,37.59883886,126.9200761,2021-04-01,3110000,서울특별시 은평구
응암2동 매바위북카페 (응암2동 주민센터),서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",9:00,17:00,0:00,0:00,0:00,0:00,8,2961,0,0,3,7,백련산로 100 (응암동),,02-351-5246,,,,37.59434778,126.9231689,2021-04-01,3110000,서울특별시 은평구
꿈샘도서관,서울특별시,은평구,작은도서관,주말만 운영,10:00,16:00,10:00,16:00,10:00,16:00,20,7652,0,0,3,7,응암로20길 24(응암동),,02-376-9191,,,,37.59262923,126.9206944,2021-04-01,3110000,서울특별시 은평구
청소년도서관 작공,서울특별시,은평구,작은도서관,일요일 법정공휴일,10:30,19:30,10:30,19:30,0:00,0:00,30,1750,23,125,3,14,서울특별시 은평구 통일로 817 (대조동),,070-7657-1533,,,,37.61491999,126.916186,2021-04-01,3110000,서울특별시 은평구
불광천 작은도서관 (응암정보도서관 운영),서울특별시,은평구,작은도서관,금요일 법정공휴일,9:00,18:00,9:00,18:00,9:00,18:00,10,5670,0,0,3,14,불광천길 370 (불광천 휴게데크 위),,02-308-3117,,,,37.59050939,126.9143901,2021-04-01,3110000,서울특별시 은평구
서문어린이도서관,서울특별시,은평구,작은도서관,월요일 법정공휴일,10:00,15:00,0:00,0:00,10:00,15:00,22,7140,0,0,3,7,가좌로10길 10,,02-375-0025,,,,37.59165203,126.916665,2021-04-01,3110000,서울특별시 은평구
은평어린이영어도서관 (평생학습관 1층),서울특별시,은평구,작은도서관,일요일 법정공휴일,9:00,18:00,9:00,18:00,0:00,0:00,30,16128,7,3499,3,14,서오릉로 87 1층 (역촌동),,070-8933-9912,,,,37.6077869,126.9213295,2021-04-01,3110000,서울특별시 은평구
역마루 작은도서관 (역촌동 주민센터),서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,40,3700,0,0,0,0,연서로 59 (역촌동),,02-351-5304,,,,37.60435017,126.9151783,2021-04-01,3110000,서울특별시 은평구
영광영재도서관,서울특별시,은평구,작은도서관,"월,토요일 법정공휴일",13:00,18:00,0:00,0:00,11:00,14:00,30,7826,36,0,4,7,갈현로7가길 10 제일영광교회(역촌동),,070-4870-4363,,,,37.60304591,126.9089404,2021-04-01,3110000,서울특별시 은평구
예뜰도서관,서울특별시,은평구,작은도서관,월요일 법정공휴일,12:00,17:00,10:00,14:00,10:00,14:00,50,13374,0,0,5,14,은평로3길 10 은광교회(역촌동),,02-2640-3264,,,,37.59970722,126.9150085,2021-04-01,3110000,서울특별시 은평구
녹번만화도서관,서울특별시,은평구,작은도서관,매주월요일,9:00,18:00,9:00,18:00,9:00,18:00,35,3955,1,0,0,0,서울특별시 은평구 은평로 245,,02-356-1676,,,,37.60106842,126.9349099,2021-04-01,3110000,서울특별시 은평구
다섯콩작은도서관,서울특별시,은평구,작은도서관,"월요일,     법정공휴일",11:00,19:00,11:00,17:00,11:00,17:00,42,12160,10,58,5,15,서울특별시 은평구 서오릉로4길 10. 성암비전센터 2층,,02-384-1184,,,,37.60491202,126.9258395,2021-04-01,3110000,서울특별시 은평구
Book Bridge 작은 도서관,서울특별시,은평구,작은도서관,"매주 월, 수",10:00,15:00,0:00,0:00,0:00,0:00,7,5500,2,19,2,14,서울특별시 은평구 통일로 590 B동 204호,,,,,,37.59957186,126.9368368,2021-04-01,3110000,서울특별시 은평구
북한산 힐스테이트  1차 솔숲작은도서관,서울특별시,은평구,작은도서관,일요일 법정공휴일,10:00,18:00,10:00,12:00,14:00,18:00,36,5760,3,0,2,7,서울특별시 은평구 불광로2길 33 1110동 지하 주차장1층,,02-356-4620,,,,37.61248945,126.9356804,2021-04-01,3110000,서울특별시 은평구
은광교회도서관,서울특별시,은평구,작은도서관,"월요일,     법정공휴일",10:00,18:00,10:00,16:00,9:00,15:00,50,9408,4,0,2,7,서울특별시 은평구 통일로68길 11,,02-383-2116,,,,37.6126562,126.92979,2021-04-01,3110000,서울특별시 은평구
바다의 별 작은도서관,서울특별시,은평구,작은도서관,월요일,9:00,22:00,9:00,22:00,6:00,22:00,30,7000,1,0,2,14,서울특별시 은평구 통일로 786(불광동성당),,02-355-0545,,,,37.61492896,126.9262507,2021-04-01,3110000,서울특별시 은평구
비전뜰 도서관,서울특별시,은평구,작은도서관,월요일법정공휴일,14:00,17:00,12:00,17:00,9:00,15:00,18,4245,1,0,3,14,서울특별시 은평구 통일로92길 6,,02-388-4741,,,,37.62596114,126.9208331,2021-04-01,3110000,서울특별시 은평구
다니엘 작은도서관,서울특별시,은평구,작은도서관,"토,일요일       법정공휴일",13:00,17:00,0:00,0:00,0:00,0:00,23,4114,5,24,2,7,서울특별시 은평구 연서로41길 13-3 부림교회,,02-385-0664,,,,37.62578369,126.9275146,2021-04-01,3110000,서울특별시 은평구
천주교연신내성당 북카페,서울특별시,은평구,작은도서관,월요일,9:00,20:00,9:00,20:00,8:00,19:00,6,1300,0,4,0,0,서울특별시 은평구 연서로43길 6,,02-353-6307,,,,37.62715045,126.9286854,2021-04-01,3110000,서울특별시 은평구
꿈담은 작은 도서관,서울특별시,은평구,작은도서관,일요일,13:00,19:00,13:00,19:00,0:00,0:00,12,2000,0,0,10,5,서울특별시 은평구 연서로41길 4,,,,,,37.62566023,126.9285396,2021-04-01,3110000,서울특별시 은평구
갈현1동 고리마루작은도서관 (갈현1동 주민센터),서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,20,4300,0,0,3,7,서울특별시 은평구 갈현로 301 (갈현동),,02-351-5116,,,,37.62359387,126.91677,2021-04-01,3110000,서울특별시 은평구
정임도서관,서울특별시,은평구,작은도서관,월요일 법정공휴일,10:00,14:00,10:00,14:00,9:00,14:00,40,6042,0,0,2,14,서울특별시 은평구 통일로 951 서광교회 (갈현동),,02-387-0691,,,,37.62781878,126.9192927,2021-04-01,3110000,서울특별시 은평구
효경골 마을문고 (갈현2동 주민센터),서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,20,6996,0,0,3,14,서울특별시 은평구 연서로27길 31-6 (갈현동),,02-351-5126,,,,37.61850046,126.9158787,2021-04-01,3110000,서울특별시 은평구
무지개영어도서관,서울특별시,은평구,작은도서관,월요일 법정공휴일,0:00,0:00,0:00,0:00,9:00,18:00,16,2700,0,0,3,3,서울특별시 은평구 서오릉로21길 11 (구산동),,02-383-4880,,,,37.61494677,126.9075233,2021-04-01,3110000,서울특별시 은평구
대조꿈나무어린이도서관,서울특별시,은평구,작은도서관,일요일  법정공휴일,9:00,18:00,9:00,18:00,0:00,0:00,60,14605,4,0,5,14,서울특별시 은평구 연서로20길 24-6 (대조동),,02-382-3959,,,,37.61387527,126.9207138,2021-04-01,3110000,서울특별시 은평구
은뜨락도서관,서울특별시,은평구,공공도서관,"월요일,법정공휴일",9:00,22:00,9:00,18:00,9:00,18:00,188,21569,36,228,5,14,서울특별시 은평구 통일로 972,재단법인횃불장학회,02-389-7635,,1075,https://www.edlib.or.kr,37.63013936,126.9199312,2021-04-01,3110000,서울특별시 은평구
은평작은도서관,서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,14,11751,0,0,3,14,서울특별시 은평구 은평로 195 (은평구청 1층),,02-351-8461,,,,37.60217556,126.9293379,2021-04-01,3110000,서울특별시 은평구
응암정보도서관,서울특별시,은평구,공공도서관,"금요일,법정공휴일",9:00,22:00,9:00,18:00,9:00,18:00,250,60887,171,10771,5,14,서울특별시 은평구 가좌로 7길 15,대한성결교회 유지재단,02-308-2320,877,999,http://www.ealib.or.kr/,37.58596,126.9196809,2021-04-01,3110000,서울특별시 은평구
상림마을작은도서관,서울특별시,은평구,공공도서관,"월요일,법정공휴일",9:00,18:00,9:00,18:00,9:00,18:00,70,34755,49,657,5,14,서울특별시 은평구 진관4로 48-25,사회복지법인 인덕원,02-838-7557,,306,http://www.eplib.or.kr/,37.64422,126.92894,2021-04-01,3110000,서울특별시 은평구
은평뉴타운 도서관,서울특별시,은평구,공공도서관,"금요일,법정공휴일",9:00,22:00,9:00,18:00,9:00,18:00,420,56695,123,2404,5,14,서울특별시 은평구 진관2로 111-51,사회복지법인 인덕원,02-6341-6400,1323,2040,http://www.enlib.or.kr/,37.63724,126.93313,2021-04-01,3110000,서울특별시 은평구
구산동 도서관마을,서울특별시,은평구,공공도서관,"월요일,법정공휴일",9:00,22:00,9:00,18:00,9:00,18:00,350,67936,131,2466,5,14,서울특별시 은평구 연서로 13길 29-23,은평도서관마을 협동조합,02-357-0100,1572,2550,http://www.gsvlib.or.kr/,37.60950866,126.91307,2021-04-01,3110000,서울특별시 은평구
내를건너서숲으로도서관,서울특별시,은평구,공공도서관,"월요일,법정공휴일",9:00,22:00,9:00,18:00,9:00,18:00,170,40250,59,363,5,14,서울특별시 은평구 증산로17길 51,사단법인더불어배움,02-307-6701,1200,1982,http://www.nslib.or.kr,37.591414,126.907816,2021-04-01,3110000,서울특별시 은평구
송파위례도서관,서울특별시,송파구,공공도서관,매주월요일+국가지정공휴일,9:00,22:00,9:00,22:00,9:00,22:00,140,15645,0,0,5,14,서울특별시 송파구 위례광장로 210 (장지동),서울특별시 송파구청,02-402-3003,914,914,http://www.splib.or.kr,37.48116665,127.143936,2021-02-20,3230000,서울특별시 송파구
봉천역 U-도서관,서울특별시,관악구,작은도서관,공휴일,6:00,23:59,6:00,23:59,0:00,0:00,0,112,0,0,5,14,서울특별시 관악구 남부순환로 지하 1721,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.48255622,126.9414953,2022-10-15,3200000,서울특별시 관악구
낙성대역 U-도서관,서울특별시,관악구,작은도서관,공휴일,6:00,23:59,6:00,23:59,0:00,0:00,0,112,0,0,5,14,서울특별시 관악구 남부순환로 지하 1928,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.47706518,126.96341,2022-10-15,3200000,서울특별시 관악구
신림역 U-도서관,서울특별시,관악구,작은도서관,공휴일,6:00,23:59,6:00,23:59,0:00,0:00,0,112,0,0,5,14,서울특별시 관악구 남부순환로 지하 1614,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.484224,126.9298033,2022-10-15,3200000,서울특별시 관악구
봉현작은도서관,서울특별시,관악구,작은도서관,일+공휴일,9:00,18:00,10:00,17:00,0:00,0:00,24,10491,0,333,8,14,서울특별시 관악구 관악로 255-7,서울특별시 관악구청,070-7163-5167,979,1550,http://lib.gwanak.go.kr/,37.48721429,126.956625,2022-10-15,3200000,서울특별시 관악구
청룡작은도서관,서울특별시,관악구,작은도서관,일+공휴일,9:00,18:00,10:00,17:00,0:00,0:00,20,6737,0,3,8,14,서울특별시 관악구 청룡9길 12-39,서울특별시 관악구청,02-876-4041,300,495,http://lib.gwanak.go.kr/,37.478018,126.946457,2022-10-15,3200000,서울특별시 관악구
삼성작은도서관,서울특별시,관악구,작은도서관,일+공휴일,9:00,18:00,10:00,17:00,0:00,0:00,20,10360,0,0,8,14,서울특별시 관악구 호암로 520,서울특별시 관악구청,070-7163-5166,375,642,http://lib.gwanak.go.kr/,37.46411546,126.931802,2022-10-15,3200000,서울특별시 관악구
보라매동 다사랑작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,15,8596,4,0,8,14,서울특별시 관악구 봉천로 279-8,서울특별시 관악구청,02-876-2879,1556,1308,http://lib.gwanak.go.kr/,37.48817576,126.932778,2022-10-15,3200000,서울특별시 관악구
은천동 한울작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,20,16381,0,81,8,14,서울특별시 관악구 국회단지2길 29-10,서울특별시 관악구청,02-876-4091,403,455,http://lib.gwanak.go.kr/,37.48691146,126.941527,2022-10-15,3200000,서울특별시 관악구
성현동 파랑새작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,50,12101,2,42,8,14,서울특별시 관악구 구암길 38,서울특별시 관악구청,02-875-9054,1265,1461,http://lib.gwanak.go.kr/,37.489512,126.9481596,2022-10-15,3200000,서울특별시 관악구
중앙동 새싹작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,40,6104,4,115,8,14,서울특별시 관악구 양녕로6다길 7,서울특별시 관악구청,02-875-9513,,704,http://lib.gwanak.go.kr/,37.484166,126.949749,2022-10-15,3200000,서울특별시 관악구
청림동 푸른숲작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,20,8072,3,2,8,14,서울특별시 관악구 관악로40길 39,서울특별시 관악구청,02-876-4090,,786,http://lib.gwanak.go.kr/,37.49184717,126.9586277,2022-10-15,3200000,서울특별시 관악구
행운동 마루작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,20,6813,0,11,8,14,서울특별시 관악구 행운1길 43,서울특별시 관악구청,02-876-3434,626,1447,http://lib.gwanak.go.kr/,37.48064257,126.957059,2022-10-15,3200000,서울특별시 관악구
청룡동 숯고을작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,20,10574,2,43,8,14,서울특별시 관악구 쑥고개로 44,서울특별시 관악구청,02-876-4083,779,1441,http://lib.gwanak.go.kr/,37.479107,126.941694,2022-10-15,3200000,서울특별시 관악구
낙성동 우듬지작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,20,9581,0,15,8,14,서울특별시 관악구 낙성대로4가길 5,서울특별시 관악구청,02-876-4072,924,2004,http://lib.gwanak.go.kr/,37.476264,126.958365,2022-10-15,3200000,서울특별시 관악구
인헌동 보물섬 작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,24,20274,3,264,8,14,서울특별시 관악구 남부순환로246가길 20,서울특별시 관악구청,02-889-4941,590,1497,http://lib.gwanak.go.kr/,37.475044,126.9653243,2022-10-15,3200000,서울특별시 관악구
남현동 우리작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,60,17960,3,301,8,14,서울특별시 관악구 남현1가길 29,서울특별시 관악구청,02-525-1334,939,2448,http://lib.gwanak.go.kr/,37.47468786,126.9778675,2022-10-15,3200000,서울특별시 관악구
신림동 굴렁쇠작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,12,7194,0,9,8,14,서울특별시 관악구 신림동길 14,서울특별시 관악구청,02-877-2727,499,1037,http://lib.gwanak.go.kr/,37.487372,126.927118,2022-10-15,3200000,서울특별시 관악구
신사동 해오름작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,20,9690,0,26,8,14,서울특별시 관악구 조원로 151-1,서울특별시 관악구청,02-853-7336,369,695,http://lib.gwanak.go.kr/,37.485923,126.9191029,2022-10-15,3200000,서울특별시 관악구
미성동 책의향기작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,20,8710,7,7,8,14,서울특별시 관악구 난곡로 249,서울특별시 관악구청,02-830-5312,396,721,http://lib.gwanak.go.kr/,37.476132,126.915527,2022-10-15,3200000,서울특별시 관악구
난곡동 책사랑 작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,16,8656,0,0,8,14,서울특별시 관악구 난곡로 30길 40,서울특별시 관악구청,02-861-7130,836,2271,http://lib.gwanak.go.kr/,37.47102189,126.921644,2022-10-15,3200000,서울특별시 관악구
난향동 뜰안에작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,22,10916,1,272,8,14,서울특별시 관악구 난곡로 67,서울특별시 관악구청,02-867-1735,1046,1809,http://lib.gwanak.go.kr/,37.46151944,126.918785,2022-10-15,3200000,서울특별시 관악구
서원동 어울작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,20,7556,0,0,8,14,서울특별시 관악구 신림로 282,서울특별시 관악구청,02-872-5322,558,1311,http://lib.gwanak.go.kr/,37.479734,126.9313649,2022-10-15,3200000,서울특별시 관악구
가온도서관,서울특별시,중구,공공도서관,"매주 월요일, 법정공휴일",10:00,22:00,10:00,22:00,0:00,0:00,93,76319,190,1364,10,14,서울특별시 중구 동호로14길 18,서울특별시중구문화재단,02-2230-2921,486,965.95,https://www.junggulib.or.kr,37.556385,127.010838,2022-04-06,3010000,서울특별시 중구
어울림도서관,서울특별시,중구,공공도서관,"매주 월요일, 법정공휴일",10:00,22:00,10:00,22:00,0:00,0:00,130,83274,137,1582,10,14,서울특별시 중구 다산로38길 66-35,서울특별시중구문화재단,02-2230-2901,618,1557.4,https://www.junggulib.or.kr,37.561723,127.0189303,2022-04-06,3010000,서울특별시 중구
남산타운어린이도서관,서울특별시,중구,공공도서관,"매주 월요일, 법정공휴일",10:00,22:00,10:00,18:00,0:00,0:00,17,34306,79,634,10,14,서울특별시 중구 다산로 32,서울특별시중구문화재단,02-2230-2941,577,274,https://www.junggulib.or.kr,37.547167,127.005677,2022-04-06,3010000,서울특별시 중구
손기정어린이도서관,서울특별시,중구,공공도서관,"매주 월요일, 법정공휴일",10:00,22:00,10:00,18:00,0:00,0:00,70,9101,16,0,10,14,서울특별시 중구 손기정로 101,서울특별시중구문화재단,02-2230-2945,445,448,https://www.junggulib.or.kr,37.5554795,126.964816,2022-04-06,3010000,서울특별시 중구
신당누리도서관,서울특별시,중구,공공도서관,"매주 월요일, 법정공휴일",9:30,22:00,9:30,18:00,0:00,0:00,43,6997,18,0,10,14,서울특별시 중구 다산로33길 2,서울특별시중구문화재단,02-2230-2960,1226,653,https://www.junggulib.or.kr,37.56230079,127.0145942,2022-04-06,3010000,서울특별시 중구
마포중앙도서관,서울특별시,마포구,공공도서관,월+공휴일,9:00,22:00,9:00,20:00,0:00,0:00,620,212121,261,10606,5,14,서울특별시 마포구 성산로 128,서울특별시 마포구청,02-3153-5800,20229,5131,https://mplib.mapo.go.kr/mcl,37.56379544,126.9082019,2022-11-25,3130000,서울특별시 마포구
소금나루도서관,서울특별시,마포구,공공도서관,금+공휴일,9:00,20:00,9:00,18:00,0:00,0:00,189,36801,47,0,5,14,서울특별시 마포구 숭문길 72,서울특별시 마포구청,02-3153-1600,3046.7,2646.91,https://mplib.mapo.go.kr/naru,37.5497771,126.9461511,2022-11-25,3130000,서울특별시 마포구
서강도서관,서울특별시,마포구,공공도서관,화+공휴일,9:00,22:00,9:00,20:00,0:00,0:00,222,73022,82,2155,5,14,"서울특별시 마포구 독막로 165, 3~5층",(사)한국청소년지원네트워크,02-3141-7053,,1184,https://mplib.mapo.go.kr/sglib,37.5477371,126.9320591,2022-11-25,3130000,서울특별시 마포구
고맙습니다신정3동작은도서관,서울특별시,양천구,작은도서관,일+법정공휴일,10:00,18:00,10:00,14:00,0:00,0:00,50,10781,3,0,5,14,서울특별시 양천구 중앙로 209,양천문화재단,02-2692-5919,,178,http://lib.yangcheon.or.kr,37.515147,126.854773,2022-08-01,3140000,서울특별시 양천구
넓은들작은도서관,서울특별시,양천구,작은도서관,토+일+법정공휴일,10:00,18:00,0:00,0:00,0:00,0:00,20,12783,6,0,5,14,서울특별시 양천구 남부순환로 88길 5-7,양천문화재단,02-2060-5919,,183,http://lib.yangcheon.or.kr,37.511433,126.841571,2022-08-01,3140000,서울특별시 양천구
새아름작은도서관,서울특별시,양천구,작은도서관,일+법정공휴일,9:00,18:00,9:00,13:00,0:00,0:00,60,8175,6,0,5,14,서울특별시 양천구 남부순환로 88길 5-7,양천문화재단,02-2694-5198,,249,http://lib.yangcheon.or.kr,37.51143336,126.841513,2022-08-01,3140000,서울특별시 양천구
목1동도서방 (목1동주민센터 2층),서울특별시,양천구,작은도서관,토+일+법정공휴일,9:00,18:00,0:00,0:00,0:00,0:00,12,6373,0,0,5,14,서울특별시 양천구 목동서로 192,서울특별시 양천구청,02-2620-3947,,63,http://lib.yangcheon.or.kr,37.530392,126.8711898,2022-08-01,3140000,서울특별시 양천구
신월7동도서방 (신월7동주민센터 2층),서울특별시,양천구,작은도서관,토+일+법정공휴일,9:00,18:00,0:00,0:00,0:00,0:00,10,6126,0,0,5,14,서울특별시 양천구 남부순환로 70길 16-3,서울특별시 양천구청,02-2698-8338,,34.5,http://lib.yangcheon.or.kr,37.521882,126.834709,2022-08-01,3140000,서울특별시 양천구
신정6동도서방 (신정6동주민센터 2층),서울특별시,양천구,작은도서관,토+일+법정공휴일,9:00,18:00,0:00,0:00,0:00,0:00,12,13412,0,0,5,14,서울특별시 양천구 목동서로 353,서울특별시 양천구청,02-2620-4303,,148.7,http://lib.yangcheon.or.kr,37.517081,126.864388,2022-08-01,3140000,서울특별시 양천구
신정7동도서방 (신정7동주민센터 2층),서울특별시,양천구,작은도서관,토+일+법정공휴일,9:00,18:00,0:00,0:00,0:00,0:00,10,8663,0,0,5,14,서울특별시 양천구 목동동로 37,서울특별시 양천구청,02-2620-4327,,40,http://lib.yangcheon.or.kr,37.51439945,126.8596696,2022-08-01,3140000,서울특별시 양천구
솔샘문화정보도서관,서울특별시,강북구,공공도서관,매월첫째셋째월요일+정부지정공휴일,9:00,22:00,7:00,22:00,0:00,0:00,194,51535,38,2423,5,14,서울특별시 강북구 솔샘로 177 (미아동),서울특별시강북구도시관리공단,02-944-3150,1019,944,http://www.gblib.or.kr/solsem/index.do,37.62047594,127.012452,2022-04-26,3080000,서울특별시 강북구
송중문화정보도서관,서울특별시,강북구,공공도서관,매월첫째셋째월요일+정부지정공휴일,9:00,22:00,7:00,22:00,0:00,0:00,81,27403,15,0,5,14,서울특별시 강북구 도봉로20나길 6 (미아동),서울특별시강북구도시관리공단,02-944-3160,485,511,http://www.gblib.or.kr/songjung/index.do,37.618342,127.0299392,2022-04-26,3080000,서울특별시 강북구
수유문화정보도서관,서울특별시,강북구,공공도서관,매월첫째셋째월요일+정부지정공휴일,9:00,22:00,7:00,22:00,0:00,0:00,191,38183,18,0,5,14,서울특별시 강북구 삼양로 299 (수유동),서울특별시강북구도시관리공단,02-944-3170,990,951,http://www.gblib.or.kr/suyu/index.do,37.63005097,127.017543,2022-04-26,3080000,서울특별시 강북구
미아문화정보도서관,서울특별시,강북구,공공도서관,매월둘째넷째월요일+정부지정공휴일,9:00,22:00,7:00,22:00,0:00,0:00,187,41306,30,0,5,14,서울특별시 강북구 솔매로49길 14 (미아동),서울특별시강북구도시관리공단,02-944-3180,1987,751,http://www.gblib.or.kr/mia/index.do,37.627063,127.026981,2022-04-26,3080000,서울특별시 강북구
삼각산어린이도서관,서울특별시,강북구,공공도서관,매월둘째넷째월요일+정부지정공휴일,9:00,18:00,9:00,17:00,0:00,0:00,180,26928,5,678,5,14,서울특별시 강북구 삼양로19길 34 (미아동),서울특별시강북구도시관리공단,02-944-3190,1500,995,http://www.gblib.or.kr/kids/index.do,37.61514813,127.0207409,2022-04-26,3080000,서울특별시 강북구
금천구립가산도서관,서울특별시,금천구,공공도서관,"매월 둘째,넷째 월요일/법정 공휴일",7:00,22:00,7:00,22:00,0:00,0:00,350,74282,115,8604,10,14,"서울특별시 금천구 가산로5길 43, 금천구립가산정보도서관",금천문화재단,02-865-6817,576,2215,https://geumcheonlib.seoul.kr,37.47349244,126.892128,2022-02-26,3170000,서울특별시 금천구
금천구립금나래도서관,서울특별시,금천구,공공도서관,"매월 마지막주 일요일/신정(1.1), 설연휴, 추석연휴, 석가탄신일, 성탄절, 선거일",9:00,22:00,9:00,22:00,9:00,17:00,321,70141,80,3881,10,14,"서울특별시 금천구 시흥대로73길 70, 구의회 금천구의회",금천문화재단,02-2627-2991,1192,918.19,https://geumcheonlib.seoul.kr,37.45670571,126.8946217,2022-02-26,3170000,서울특별시 금천구
금천구립독산도서관,서울특별시,금천구,공공도서관,"매월 첫째,셋째 월요일/법정 공휴일",7:00,22:00,7:00,22:00,0:00,0:00,408,112521,152,10825,10,14,서울특별시 금천구 독산로 54길 114,금천문화재단,02-863-9544,2540,2205,https://geumcheonlib.seoul.kr,37.46746148,126.9080443,2022-02-26,3170000,서울특별시 금천구
금천구립시흥도서관,서울특별시,금천구,공공도서관,"매월 첫째,셋째 금요일/법정 공휴일",7:00,22:00,7:00,22:00,0:00,0:00,364,71317,64,3881,10,14,서울특별시 금천구 금하로 764,금천문화재단,02-809-8242,8983,2190,https://geumcheonlib.seoul.kr,37.44979757,126.9146349,2022-02-26,3170000,서울특별시 금천구
길빛 작은도서관,서울특별시,금천구,작은도서관,일요일/법정공휴일,10:00,18:00,13:00,15:00,0:00,0:00,20,3000,0,0,10,14,서울특별시 금천구 독산로 16,사립,02-6448-4162,,99.17,,37.4489004,126.9049112,2022-02-26,3170000,서울특별시 금천구
꿈꾸는작은도서관,서울특별시,금천구,작은도서관,"토,일요일/법정공휴일",10:00,18:00,0:00,0:00,0:00,0:00,10,6021,7,0,10,14,서울특별시 금천구 시흥대로18길 40,서울특별시 금천구청,02-2104-5688,,299.25,,37.44033715,126.9060237,2022-02-26,3170000,서울특별시 금천구
